experiment,geometry,target,feature,pearson_r,pearson_p,spearman_r,spearman_p,significant_pearson,significant_spearman,direction,n_samples
TOFU_idk,base,Extraction,cross_layer_consistency_mean,-0.1545380084419802,0.12473740960921047,-0.09790882698670099,0.3324905177905497,False,False,negative,100
TOFU_idk,base,Extraction,cross_layer_consistency_std,-0.009946787500410812,0.9217578125789356,0.0009251042132870494,0.9927116379758374,False,False,negative,100
TOFU_idk,base,Extraction,cross_layer_consistency_max,-0.1545380084419802,0.12473740960921047,-0.09790882698670099,0.3324905177905497,False,False,negative,100
TOFU_idk,base,Extraction,cross_layer_consistency_min,-0.1545380084419802,0.12473740960921047,-0.09790882698670099,0.3324905177905497,False,False,negative,100
TOFU_idk,unlearned,Unlearning,local_density_mean,0.2978657292587304,0.0026138336640795243,0.2879765847441366,0.0036681482608777643,True,True,positive,100
TOFU_idk,unlearned,Unlearning,local_density_std,0.28697754613862336,0.0037934284438740605,0.32417773739214645,0.0010006195688545562,True,True,positive,100
TOFU_idk,unlearned,Unlearning,local_density_max,0.32614689001097746,0.0009279614446160763,0.3235692640326109,0.001024097911187425,True,True,positive,100
TOFU_idk,unlearned,Unlearning,local_density_min,0.18114919293075848,0.07128297482536472,0.1802948735724729,0.0726502552039907,False,False,positive,100
TOFU_idk,unlearned,Unlearning,separability_mean,0.3119325587786227,0.001581325494023834,0.3771631155814036,0.00010969469571539637,True,True,positive,100
TOFU_idk,unlearned,Unlearning,separability_std,0.06575628845152566,0.5156924065931401,0.13755715067598734,0.1723239179109936,False,False,positive,100
TOFU_idk,unlearned,Unlearning,separability_max,0.2795161794568908,0.004856716990241086,0.33328073983034623,0.000703215446055729,True,True,positive,100
TOFU_idk,unlearned,Unlearning,separability_min,0.2732389210512397,0.005948896687774155,0.29661570155179945,0.002730003356647032,True,True,positive,100
TOFU_idk,unlearned,Unlearning,centrality_mean,-0.1287667386192981,0.20167250792083566,-0.21413442664683985,0.03241112893463438,False,True,negative,100
TOFU_idk,unlearned,Unlearning,centrality_std,0.35054637415582857,0.00034949215369623594,0.41934658551672804,1.4076345805855485e-05,True,True,positive,100
TOFU_idk,unlearned,Unlearning,centrality_max,0.23297184414026767,0.019667959577658444,0.179457469642023,0.07401089832608218,True,False,positive,100
TOFU_idk,unlearned,Unlearning,centrality_min,-0.3513434438955147,0.0003380613045079323,-0.37685586665728166,0.0001112364666473201,True,True,negative,100
TOFU_idk,unlearned,Unlearning,isolation_mean,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,isolation_std,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,isolation_max,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,isolation_min,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_mean,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_std,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_max,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,cluster_compactness_min,,,,,False,False,negative,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_mean,0.12032181723004257,0.23309329946134155,0.06339654956659113,0.5309045623928146,False,False,positive,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_std,-0.06769619804666775,0.5033556636999652,-0.0910282021205952,0.3677428690603527,False,False,negative,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_max,0.12032181723004257,0.23309329946134155,0.06339654956659113,0.5309045623928146,False,False,positive,100
TOFU_idk,unlearned,Unlearning,cross_layer_consistency_min,0.12032181723004257,0.23309329946134155,0.06339654956659113,0.5309045623928146,False,False,positive,100
TOFU_idk,unlearned,Extraction,local_density_mean,-0.26304201131803234,0.008191226815994317,-0.2404371593689669,0.015969868294665557,True,True,negative,100
TOFU_idk,unlearned,Extraction,local_density_std,-0.15730770943249855,0.11804127735030712,-0.17236448001344046,0.08637568323787764,False,False,negative,100
TOFU_idk,unlearned,Extraction,local_density_max,-0.23460580095599468,0.01880100836695825,-0.21695343982128418,0.030147110847816058,True,True,negative,100
TOFU_idk,unlearned,Extraction,local_density_min,-0.21794513145513214,0.029383151455510424,-0.2274247701529304,0.022872316823470566,True,True,negative,100
TOFU_idk,unlearned,Extraction,separability_mean,-0.2698533216084817,0.006624140587062237,-0.3147360351379046,0.001426417898806592,True,True,negative,100
TOFU_idk,unlearned,Extraction,separability_std,-0.019077106568303814,0.8505711502874783,-0.10763973606009648,0.28643945631847995,False,False,negative,100
TOFU_idk,unlearned,Extraction,separability_max,-0.20921480876498655,0.036705698198588745,-0.2552921173495139,0.010363729554960174,True,True,negative,100
TOFU_idk,unlearned,Extraction,separability_min,-0.2223596637625074,0.026178299453761,-0.23294043351336052,0.01968495678121645,True,True,negative,100
TOFU_idk,unlearned,Extraction,centrality_mean,-0.014650290324565558,0.8849724159474718,0.061220250420843635,0.5451301219023441,False,False,negative,100
TOFU_idk,unlearned,Extraction,centrality_std,-0.2802645695143666,0.00473922526416996,-0.3033494418905538,0.002155032854925061,True,True,negative,100
TOFU_idk,unlearned,Extraction,centrality_max,-0.21086216431276283,0.03521738393787687,-0.13650664670409415,0.17565572060948045,True,False,negative,100
TOFU_idk,unlearned,Extraction,centrality_min,0.26545980954963944,0.0076010857959589615,0.2548043785589082,0.010515954637610287,True,True,positive,100
TOFU_idk,unlearned,Extraction,isolation_mean,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,isolation_std,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,isolation_max,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,isolation_min,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,cluster_compactness_mean,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,cluster_compactness_std,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,cluster_compactness_max,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,cluster_compactness_min,,,,,False,False,negative,100
TOFU_idk,unlearned,Extraction,cross_layer_consistency_mean,-0.15952327695953356,0.11288753256619476,-0.09482880823498116,0.3479963487970492,False,False,negative,100
TOFU_idk,unlearned,Extraction,cross_layer_consistency_std,0.018957765681026313,0.8514951967868681,0.01173883898474003,0.9077187136030767,False,False,positive,100
TOFU_idk,unlearned,Extraction,cross_layer_consistency_max,-0.15952327695953356,0.11288753256619476,-0.09482880823498116,0.3479963487970492,False,False,negative,100
TOFU_idk,unlearned,Extraction,cross_layer_consistency_min,-0.15952327695953356,0.11288753256619476,-0.09482880823498116,0.3479963487970492,False,False,negative,100
